Name,Rating,Date,Title,Review,Product_url,Label
Blessing,3,25/07/2024,I like it,"Is okay 
But zip usually break",https://www.jumia.com.ng/gatwiga-casual-shoulder-sports-sling-crossbody-bag-free-size-72121400.html,
Imam,5,05/08/2024,bag men own,Awesome and great,https://www.jumia.com.ng/meijieluo-men-casual-outdoor-travel-crossbody-bag-with-usb-port-65455187.html,
Henry,1,02/08/2024,low quality,Better quality control,https://www.jumia.com.ng/meijieluo-men-casual-outdoor-travel-crossbody-bag-with-usb-port-65455187.html,
Tijjani,3,22/07/2024,yes,Very good,https://www.jumia.com.ng/meijieluo-men-casual-outdoor-travel-crossbody-bag-with-usb-port-65455187.html,
Okafor,5,05/08/2024,the way air enters it while using it,Soft and cool what I like most is that air penetrate inside the shoe through the net,https://www.jumia.com.ng/fashion-2024-mens-casual-sci-fi-warrior-shoes-running-sneakers-blackgreen-91374917.html,
Oluwaseun,5,05/08/2024,Like it,Love it.,https://www.jumia.com.ng/fashion-2024-mens-casual-sci-fi-warrior-shoes-running-sneakers-blackgreen-91374917.html,
Olumide,3,29/07/2024,Is ok,It’s ok for the price,https://www.jumia.com.ng/fashion-2024-mens-casual-sci-fi-warrior-shoes-running-sneakers-blackgreen-91374917.html,
Uche,4,09/08/2024,good as seen BUT,The color is fading away from the black spots,https://www.jumia.com.ng/fashion-mens-sneakers-lace-up-shoes-126378444.html,
Joshua,5,06/08/2024,I love it,i love it. its cool. I had a lot of people complimenting,https://www.jumia.com.ng/fashion-mens-sneakers-lace-up-shoes-126378444.html,
Moses,4,01/08/2024,NICE DESIGN,I like it.,https://www.jumia.com.ng/fashion-mens-sneakers-lace-up-shoes-126378444.html,
Gbeshinrob,3,06/08/2024,perfect,Good ????,https://www.jumia.com.ng/fashion-mens-2024-new-fashion-trend-sports-shoes-white-257658051.html,
Shola adeola,4,01/08/2024,nice,Good one,https://www.jumia.com.ng/fashion-mens-2024-new-fashion-trend-sports-shoes-white-257658051.html,
Shola adeola,4,01/08/2024,nice,Good one,https://www.jumia.com.ng/fashion-mens-2024-new-fashion-trend-sports-shoes-white-257658051.html,
WILLIAM,5,10/06/2024,comfertable,Quality nice,https://www.jumia.com.ng/adidas-core-sneakers-advantage-base-84258895.html,
Ismaila ibrahim,5,30/05/2024,Good sneaks,Quality and sturdy,https://www.jumia.com.ng/adidas-core-sneakers-advantage-base-84258895.html,
peter,5,28/05/2024,I like it,"It was good.

Smaller than the size in the description. Better to order 1 size higher than your actual size.",https://www.jumia.com.ng/adidas-core-sneakers-advantage-base-84258895.html,
Afees,3,09/08/2024,nice 1,It's okay ????,https://www.jumia.com.ng/ashion-2024-mens-fashion-sneakers-shoes-a-perfect-blend-of-style-and-comfort-255281846.html,
Emmanuel,5,08/08/2024,nice shoe,Everything is ok by me,https://www.jumia.com.ng/ashion-2024-mens-fashion-sneakers-shoes-a-perfect-blend-of-style-and-comfort-255281846.html,
Sophie Chiroma,4,06/08/2024,Love it very much !,Very nice,https://www.jumia.com.ng/ashion-2024-mens-fashion-sneakers-shoes-a-perfect-blend-of-style-and-comfort-255281846.html,
Emmanuel,4,07/08/2024,"Easy wear, like it.",Very comfy and light.,https://www.jumia.com.ng/fashion-men-shoes-sneakers-sport-shoes-running-sneakers-casual-shoes-274144549.html,
sauce,5,30/07/2024,excellent,Fit perfectly,https://www.jumia.com.ng/fashion-men-shoes-sneakers-sport-shoes-running-sneakers-casual-shoes-274144549.html,
FELIX,4,08/07/2024,LOVE IT,ITS OK,https://www.jumia.com.ng/fashion-men-shoes-sneakers-sport-shoes-running-sneakers-casual-shoes-274144549.html,
Emmanuella,4,07/08/2024,Exactly As Seen,More good sneakers ???? like this should be added here,https://www.jumia.com.ng/fashion-new-young-fashion-trendy-board-shoes-blue-263545815.html,
Chiboy,5,06/08/2024,great,Just as seen????????,https://www.jumia.com.ng/fashion-new-young-fashion-trendy-board-shoes-blue-263545815.html,
Ayinla,5,05/08/2024,comfortable,Good looking and fitting,https://www.jumia.com.ng/fashion-new-young-fashion-trendy-board-shoes-blue-263545815.html,
Nafisat Galadima,5,31/07/2024,Good,"I like it, especially the chunky sole exactly as described.",https://www.jumia.com.ng/alagzi-2024-ladies-fashion-korean-casual-sneakers-black-and-white-135562794.html,
Stella,5,18/07/2024,Really nice,I always get compliments everytime I put on. My sis even wanted to take it from me. It's really nice and comfy,https://www.jumia.com.ng/alagzi-2024-ladies-fashion-korean-casual-sneakers-black-and-white-135562794.html,
Kay,3,16/07/2024,Nice,Same as pics,https://www.jumia.com.ng/alagzi-2024-ladies-fashion-korean-casual-sneakers-black-and-white-135562794.html,
Oyebola,5,06/08/2024,perfect,Got exactly what I ordered,https://www.jumia.com.ng/fashion-men-sports-shoes-running-casual-mesh-breathable-sneakers-air-cushioning-tennis-253568692.html,
Adewusi Olusegun,5,17/07/2024,Good product,"It’s really a perfect size for me
I really do love what I see",https://www.jumia.com.ng/fashion-men-sports-shoes-running-casual-mesh-breathable-sneakers-air-cushioning-tennis-253568692.html,
Falugba,5,15/07/2024,Perfect,Not bad at all,https://www.jumia.com.ng/fashion-men-sports-shoes-running-casual-mesh-breathable-sneakers-air-cushioning-tennis-253568692.html,
Igbeke,5,09/08/2024,I like it.,The shoe is the exact size and I like it.,https://www.jumia.com.ng/fashion-mens-plus-size-loafers-brown-225248201.html,
Stephen,5,07/08/2024,nice shoes,Nice shoes. Very comfy on the pegs,https://www.jumia.com.ng/fashion-mens-plus-size-loafers-brown-225248201.html,
Onyeka,4,07/08/2024,very comfy.,Ok.,https://www.jumia.com.ng/fashion-mens-plus-size-loafers-brown-225248201.html,
Opara,5,08/08/2024,Good purchase,Very good shoes ????,https://www.jumia.com.ng/fashion-mens-casual-loafers-shoes-breathable-slip-on-sneakers-133716923.html,
Abdulganiy,5,29/07/2024,Good,Very nice,https://www.jumia.com.ng/fashion-mens-casual-loafers-shoes-breathable-slip-on-sneakers-133716923.html,
Ogheneruemu kelvinson,3,23/07/2024,I like,Not a great quality but not too bad for the price,https://www.jumia.com.ng/fashion-mens-casual-loafers-shoes-breathable-slip-on-sneakers-133716923.html,
Gbadebo,5,09/08/2024,very lightweight and trendy.l love it,Shoes you  can  live  in,https://www.jumia.com.ng/adidas-lucifo-m-men-274940950.html,
Kunle,5,09/08/2024,I love it,Beautiful piece of sneaker. Good for the money,https://www.jumia.com.ng/adidas-lucifo-m-men-274940950.html,
Sodiq Dauda,5,09/08/2024,Good Buy,It’s very comfy. Worth the price tag,https://www.jumia.com.ng/adidas-lucifo-m-men-274940950.html,
Miracle,3,05/08/2024,the cloth is too light,The sole of the sneaker is not a good one,https://www.jumia.com.ng/fashion-mens-casual-shoes-breathable-shoes-running-sneakers-black-113750716.html,
Joseph,5,29/07/2024,beautiful and easy to wear,Light and easy to walk with,https://www.jumia.com.ng/fashion-mens-casual-shoes-breathable-shoes-running-sneakers-black-113750716.html,
Emmanuel,5,18/07/2024,Love it,Second time buying this product,https://www.jumia.com.ng/fashion-mens-casual-shoes-breathable-shoes-running-sneakers-black-113750716.html,
Adewunmi,5,09/08/2024,Very nice,Very good,https://www.jumia.com.ng/fashion-mens-casual-formal-shoes-leather-shoes-black-229164283.html,
John,5,09/08/2024,Perfect,Good quality shoe,https://www.jumia.com.ng/fashion-mens-casual-formal-shoes-leather-shoes-black-229164283.html,
Taiwo,5,08/08/2024,Makes sense,Good for the price and it’s very nice,https://www.jumia.com.ng/fashion-mens-casual-formal-shoes-leather-shoes-black-229164283.html,
Kola,4,08/08/2024,It's okay,Just as it is displayed,https://www.jumia.com.ng/molianseng-blunt-chelsea-boots-black-99560468.html,
TIMOTHY,5,23/07/2024,my view,It is smart,https://www.jumia.com.ng/molianseng-blunt-chelsea-boots-black-99560468.html,
Salihu Shero,5,18/07/2024,Chealsea black boots,Satisfactory as requested,https://www.jumia.com.ng/molianseng-blunt-chelsea-boots-black-99560468.html,
Benjamin,3,08/08/2024,I like it,Is so quality and very nice,https://www.jumia.com.ng/fashion-men-glossy-tassel-brogue-leather-shoes-loafers-slip-ons-formal-corporate-black-95558747.html,
Oladotun,5,02/08/2024,Awesome,Use the for my wedding  and it was absolutely  beautiful,https://www.jumia.com.ng/fashion-men-glossy-tassel-brogue-leather-shoes-loafers-slip-ons-formal-corporate-black-95558747.html,
Kadi Jefferson,4,02/08/2024,I love it,"Highly recommended, nice shoe",https://www.jumia.com.ng/fashion-men-glossy-tassel-brogue-leather-shoes-loafers-slip-ons-formal-corporate-black-95558747.html,
Celine,5,09/08/2024,lovely,Good quality but if you are a medium size person just order for large,https://www.jumia.com.ng/fashion-luxury-quality-ladies-short-sleeve-bodysuit-black-259223496.html,
Ifeyinwa,5,05/08/2024,lovely,Quality,https://www.jumia.com.ng/fashion-luxury-quality-ladies-short-sleeve-bodysuit-black-259223496.html,
Courage,5,29/07/2024,It's a good buy for me,I love the fabric and my perfect size,https://www.jumia.com.ng/fashion-luxury-quality-ladies-short-sleeve-bodysuit-black-259223496.html,
Mai-Sule Mohammed,1,06/08/2024,Poor quality,"I ordered two v neck t-shirt , I got one round neck and one v neck . The round circle looks very local",https://www.jumia.com.ng/osc-signature-mens-100-cotton-neck-v-neck-2-in-1-t-shirts-long-sleeve-bundle-351588333.html,
Emmanuel,2,24/07/2024,needs improvement,"The blue one is manageable, the sewed the black one shabbily especially around the neck side",https://www.jumia.com.ng/osc-signature-mens-100-cotton-neck-v-neck-2-in-1-t-shirts-long-sleeve-bundle-351588333.html,
MARIAM,5,14/06/2024,Great value for money,Very good steel. Still looks as good and new.,https://www.jumia.com.ng/fashion-cuban-link-chain-with-cross-pendant-gold-64421363.html,
Jimoh,5,05/06/2024,its unique,Beautiful,https://www.jumia.com.ng/fashion-cuban-link-chain-with-cross-pendant-gold-64421363.html,
Matthew,4,08/03/2024,I like it,I got exactly what I ordered,https://www.jumia.com.ng/fashion-cuban-link-chain-with-cross-pendant-gold-64421363.html,
OlaOluwa,5,07/08/2024,Good stuff,I love the material. It is very fashionable,https://www.jumia.com.ng/fashion-mens-denim-jacket-bomber-jacket-hip-hop-lightweight-jacket-102879385.html,
Abiodun,5,29/07/2024,I love it,Very beautiful,https://www.jumia.com.ng/fashion-mens-denim-jacket-bomber-jacket-hip-hop-lightweight-jacket-102879385.html,
Bright Uwana,5,15/07/2024,Good quality,If you're buying a size L for a tall person I'd suggest you get an XL,https://www.jumia.com.ng/fashion-mens-denim-jacket-bomber-jacket-hip-hop-lightweight-jacket-102879385.html,
Chidi,5,30/07/2024,fits,It fits well,https://www.jumia.com.ng/generic-mens-2-in-1-stretch-regular-fit-jeans-256490994.html,
De SureBoy,3,26/07/2024,both are good,Nice ????????,https://www.jumia.com.ng/generic-mens-2-in-1-stretch-regular-fit-jeans-256490994.html,
Mark,5,19/07/2024,I love the material,E sharp,https://www.jumia.com.ng/generic-mens-2-in-1-stretch-regular-fit-jeans-256490994.html,
Oluwaseun,5,05/08/2024,Very satusfy,Good product,https://www.jumia.com.ng/adidas-widewalk-sneakers-274940958.html,
Olajoju,5,29/07/2024,Very comfy,The sneakers is light weight and comfortable.,https://www.jumia.com.ng/adidas-widewalk-sneakers-274940958.html,
Opeyemi,5,09/07/2024,Goof,Just as described,https://www.jumia.com.ng/adidas-widewalk-sneakers-274940958.html,
IBK,4,30/07/2024,sizing is not accurate,"Got a size 42 and it's tight for my feet. If you're buying, I would advise you buy a size bigger.",https://www.jumia.com.ng/adidas-widewalk-sneakers-274940956.html,
VALENTINE,4,22/07/2024,Wonderful,Very high quality and light for workouts. Lovely,https://www.jumia.com.ng/adidas-widewalk-sneakers-274940956.html,
Iyabode,5,17/07/2024,I love it,It fits perfectly and very comfortable,https://www.jumia.com.ng/adidas-widewalk-sneakers-274940956.html,
Sodiq Dauda,5,09/08/2024,Nice pair,They’re very nice and comfy… Totally worth the buy,https://www.jumia.com.ng/adidas-alliver-m-274940953.html,
SIRBONE,5,08/08/2024,AUTHENTIC,It’s as prescribed. No complaint,https://www.jumia.com.ng/adidas-alliver-m-274940953.html,
RISI,5,07/08/2024,Always buy from Adidas direct!,"They ate a lightweight option for me, and I'm very pleased with my purchase - Adidas are always of excellent quality. I bought these at a great sale price!",https://www.jumia.com.ng/adidas-alliver-m-274940953.html,
William lan,5,19/06/2024,it's okay,not bad,https://www.jumia.com.ng/adidas-essentials-embroidered-small-logo-t-shirt-men-194392809.html,
Ishaq,5,29/01/2024,I like it,Original,https://www.jumia.com.ng/adidas-essentials-embroidered-small-logo-t-shirt-men-194392809.html,
Ali,5,14/09/2023,good quality,Original product,https://www.jumia.com.ng/adidas-essentials-embroidered-small-logo-t-shirt-men-194392809.html,
Olalekan,5,09/08/2024,I like It . Its cute for my daughter,I like It . Its cute for my daughter,https://www.jumia.com.ng/adidas-core-sneakers-kids-grand-court-k-73825771.html,
Zii,4,07/08/2024,I like it,"Looks great. However, the shoe size is slightly loose fit (slightly bigger)",https://www.jumia.com.ng/adidas-core-sneakers-kids-grand-court-k-73825771.html,
Jay,5,16/05/2024,Adidas never disappoints,Solid!,https://www.jumia.com.ng/adidas-core-sneakers-kids-grand-court-k-73825771.html,
Modupe,5,09/07/2024,as expected,The quality is everything,https://www.jumia.com.ng/adidas-advantage-lifestyle-court-lace-shoes-194409875.html,
Bamidele,5,01/07/2024,sneakers,Value for money,https://www.jumia.com.ng/adidas-advantage-lifestyle-court-lace-shoes-194409875.html,
Chi,5,26/02/2024,Lovely,It was good,https://www.jumia.com.ng/adidas-advantage-lifestyle-court-lace-shoes-194409875.html,
Olu,4,29/12/2023,nice,it's nice,https://www.jumia.com.ng/adidas-essentials-embroidered-small-logo-t-shirt-men-194392213.html,
DENNIS OKIEMUTE,4,22/09/2023,It’s okay,The texture doesn’t match my expectations,https://www.jumia.com.ng/adidas-essentials-embroidered-small-logo-t-shirt-men-194392213.html,
Udeh,5,01/08/2024,i.love it,It's super good ????,https://www.jumia.com.ng/fashion-3-nose-rings-non-piercing-fake-magnetic-horseshoe-goldsilverblack-98267360.html,
Aisha Ayomide,5,23/07/2024,It’s very dope,Looks very real,https://www.jumia.com.ng/fashion-3-nose-rings-non-piercing-fake-magnetic-horseshoe-goldsilverblack-98267360.html,
Oluwatosin,4,10/07/2024,Septum rings,"I've gotten a set before and the ones in this set are smaller than the previous one,tho they're durable and the magnets are strong but small,I had a tough time readjusting them before they fit.",https://www.jumia.com.ng/fashion-3-nose-rings-non-piercing-fake-magnetic-horseshoe-goldsilverblack-98267360.html,
ALEX,5,10/06/2024,Lovely shoe,Recommended,https://www.jumia.com.ng/adidas-breezewalk-w-women-274940961.html,
KELECHI,5,06/02/2024,I love the slippers,Excellent Value for money,https://www.jumia.com.ng/adidas-adilette-aqua-slides-women-194411379.html,
Obasi,5,05/02/2024,I love it,Easy to wear I love it,https://www.jumia.com.ng/adidas-adilette-aqua-slides-women-194411379.html,
Kazeem,1,09/08/2024,Low quality,The product is of low quality compare to what is displayed. There is variation in the size. I use size 42 but the sneaker did not size me.,https://www.jumia.com.ng/men-shoes-sneakers-sports-shoes-running-shoes-men-athletic-shoes-fashion-mpg3755629.html,
JACKSON,5,07/08/2024,Sneakers,It's a nice foot wear,https://www.jumia.com.ng/men-shoes-sneakers-sports-shoes-running-shoes-men-athletic-shoes-fashion-mpg3755629.html,
Yemisi,4,06/08/2024,good,"I love it, very fitting",https://www.jumia.com.ng/men-shoes-sneakers-sports-shoes-running-shoes-men-athletic-shoes-fashion-mpg3755629.html,
Yagnesh,3,09/08/2024,ok,It's just ok,https://www.jumia.com.ng/fashion-men-shoes-sneakers-sport-shoes-casual-shoes-running-shoes-outdoor-shoes-273834281.html,
Isaac,5,01/08/2024,i love it,Easy to move with,https://www.jumia.com.ng/fashion-men-shoes-sneakers-sport-shoes-casual-shoes-running-shoes-outdoor-shoes-273834281.html,
Mustapha,1,24/07/2024,very bad experience,I couldn't wear the shoe.,https://www.jumia.com.ng/fashion-men-shoes-sneakers-sport-shoes-casual-shoes-running-shoes-outdoor-shoes-273834281.html,
Christiana Umeaka,5,09/08/2024,LED WATCH,It’s just simple and nice but nothing special for sports,https://www.jumia.com.ng/generic-silicone-led-digital-sports-electronics-wristwatch-unisex-0013-219949862.html,
Mayowa,5,07/08/2024,I like it,It's exactly what I ordered. Worth the price,https://www.jumia.com.ng/generic-silicone-led-digital-sports-electronics-wristwatch-unisex-0013-219949862.html,
SHEHU,4,05/08/2024,good product,Satisfactory,https://www.jumia.com.ng/generic-silicone-led-digital-sports-electronics-wristwatch-unisex-0013-219949862.html,
Okoro,2,05/08/2024,Use of a better materials,The zip of the bags are not strong enough they spoiled the same day I bought the bag,https://www.jumia.com.ng/gatwiga-3-in-1-bag-set-pencilcrossbodylaptop-backpack-75991926.html,
